-rw-r--r-- 1 root root 2.1M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/System.Security.Cryptography.dll
-rw-r--r-- 1 root root 2.1M Mar 31  2024 /usr/lib/x86_64-linux-gnu/libslang.so.2.3.3
-rw-r--r-- 1 root root 2.1M Nov 20 02:36 /usr/src/linux-headers-6.14.0-37-generic/Module.symvers
-rw-r--r-- 1 root root 2.1M Oct 15 08:17 /usr/src/linux-headers-6.14.0-36-generic/Module.symvers
-rw-r--r-- 1 root root 2.1M Oct 21 07:33 /usr/lib/x86_64-linux-gnu/libdns-9.18.39-0ubuntu0.24.04.2-Ubuntu.so
-rw-rw-r-- 1 sibus sibus 2.1M Dec 31 01:51 /home/sibus/.phpls/3%3Amonolog%2Fmonolog%3A3.8.1
-rw-rw-r-- 1 sibus sibus 2.1M Dec 31 01:52 /home/sibus/.phpls/3%3Anesbot%2Fcarbon%3A3.8.4
-rw-rw-r-- 1 sibus sibus 2.1M Dec 31 01:57 /home/sibus/.phpls/3%3Asymfony%2Fhttp-foundation%3A7.2.2
-rwxr-xr-x 1 root root 2.1M Aug 13  2024 /usr/bin/busybox
-rwxr-xr-x 1 root root 2.1M Mar 30  2024 /usr/sbin/ModemManager
-rwxr-xr-x 1 root root 2.1M Nov 20 02:36 /usr/lib/linux-hwe-6.14-tools-6.14.0-37/bpftool
-rwxr-xr-x 1 root root 2.1M Sep 17 09:55 /usr/lib/x86_64-linux-gnu/libc.so.6
-rw-r--r-- 1 root root 2.0M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/func.dll
-rw-r--r-- 1 root root 2.0M Jul 11  2025 /usr/lib/x86_64-linux-gnu/libgnutls.so.30.37.1
-rw-r--r-- 1 root root 2.0M Oct 22  2024 /usr/lib/x86_64-linux-gnu/libapt-pkg.so.6.0.0
-rw-rw-r-- 1 sibus sibus 2.0M Dec  5 10:42 /home/sibus/.phpls/3%3Aphpunit%2Fphp-code-coverage%3A12.4.0
-rwxr-xr-x 1 root root 2.0M Apr 18  2024 /usr/bin/strace
-rw-r--r-- 1 root root 1.9M Aug 18 03:26 /usr/lib/x86_64-linux-gnu/libvulkan_gfxstream.so
-rw-r--r-- 1 root root 1.9M Dec 10 09:51 /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.8000.0
-rw-r--r-- 1 root root 1.9M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/Microsoft.AspNetCore.Mvc.Core.dll
-rw-r--r-- 1 root root 1.9M Mar 19  2024 /usr/share/backgrounds/Monument_valley_by_orbitelambda.jpg
-rw-r--r-- 1 root root 1.9M Oct 30 08:26 /usr/lib/x86_64-linux-gnu/libxml2.so.2.9.14
-rw-rw-r-- 1 sibus sibus 1.9M Dec  5 10:40 /home/sibus/.phpls/3%3Akitloong%2Flaravel-migrations-generator%3A7.2.0
-rwxr-xr-x 1 root root 1.9M Dec 11 00:02 /opt/brave.com/brave/chrome_crashpad_handler
-rwxr-xr-x 1 root root 1.9M Dec  3 09:01 /usr/bin/x86_64-linux-gnu-dwp
-rwxr-xr-x 1 root root 1.9M Nov 19 15:40 /opt/google/chrome/chrome_crashpad_handler
-rw-r--r-- 1 root root 1.8M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/Microsoft.Build.dll
-rw-r--r-- 1 root root 1.8M Jan 21 23:21 /var/backups/dpkg.status.0
-rw-r--r-- 1 root root 1.8M Jan 21 23:21 /var/lib/dpkg/status
-rw-r--r-- 1 root root 1.8M Jan 21 23:21 /var/lib/dpkg/status-old
-rw-r--r-- 1 root root 1.8M Jan 28  2024 /usr/lib/x86_64-linux-gnu/libx264.so.164
-rw-r--r-- 1 root root 1.8M Nov 19 15:40 /opt/google/chrome/chrome_200_percent.pak
-rw-r--r-- 1 root root 1.8M Oct  2  2024 /usr/lib/x86_64-linux-gnu/libisl.so.23.3.0
-rw-r--r-- 1 root root 1.8M Sep 17 09:55 /usr/lib/x86_64-linux-gnu/libmvec.a
-rw-r--r-- 1 root root 1.7M Apr 13  2024 /usr/lib/x86_64-linux-gnu/libdb-5.3.so
-rw-r--r-- 1 root root 1.7M Aug  8  2024 /usr/lib/x86_64-linux-gnu/libp11-kit.so.0.3.1
-rw-r--r-- 1 root root 1.7M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/System.Net.Http.dll
-rw-r--r-- 1 root root 1.7M Jul  8  2025 /usr/lib/x86_64-linux-gnu/libdjvulibre.so.21.7.0
-rw-r--r-- 1 root root 1.7M Mar 30  2024 /usr/share/libgweather-4/Locations.xml
-rw-r--r-- 1 root root 1.7M Mar 31  2024 /usr/lib/x86_64-linux-gnu/libdav1d.so.7.0.0
-rw-r--r-- 1 root root 1.7M Mar 31  2024 /usr/lib/x86_64-linux-gnu/libtcl8.6.so
-rw-r--r-- 1 root root 1.7M Oct  2  2024 /usr/lib/x86_64-linux-gnu/libunistring.so.5.0.0
-rw-r--r-- 1 root root 1.7M Sep 22 14:18 /usr/share/python-wheels/pip-24.0-py3-none-any.whl
-rw-rw-r-- 1 sibus sibus 1.7M Dec 31 01:55 /home/sibus/.phpls/3%3Ahamcrest%2Fhamcrest-php%3A2.0.1
-rw-rw-r-- 1 sibus sibus 1.7M Jan 14 07:12 /home/sibus/Downloads/ges_sco_mvp(1).sql
-rwxr-xr-x 1 root root 1.7M Nov 20 02:36 /usr/lib/linux-hwe-6.14-tools-6.14.0-37/rtla
-rwxr-xr-x 1 root root 1.7M Oct 15 08:17 /usr/lib/linux-hwe-6.14-tools-6.14.0-36/rtla
-rwxr-xr-x 1 root root 1.7M Sep  5 14:44 /usr/bin/vim.tiny
-rw-r--r-- 1 root root 1.6M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/libmscordbi.so
-rw-rw-r-- 1 sibus sibus 1.6M Dec 31 01:53 /home/sibus/.phpls/3%3Aparagonie%2Fsodium_compat%3A2.1.0
-rw-rw-r-- 1 sibus sibus 1.6M Dec  5 10:40 /home/sibus/.phpls/3%3Aparagonie%2Fsodium_compat%3A2.4.0
-rw-rw-r-- 1 sibus sibus 1.6M Jan 12 04:07 /home/sibus/Downloads/ges_sco_mvp.sql
-rwxr-xr-x 1 root root 1.6M Apr  8  2024 /usr/bin/pnm2ppa
-rwxr-xr-x 1 root root 1.6M Jul 11  2025 /usr/lib/systemd/systemd-networkd
-rwxr-xr-x 1 root root 1.6M Mar 19  2025 /usr/sbin/apparmor_parser
-rw-r--r-- 1 root root 1.5M Apr  5  2024 /usr/lib/x86_64-linux-gnu/libopenmpt.so.0.4.4
-rw-r--r-- 1 root root 1.5M Apr  8  2024 /usr/lib/x86_64-linux-gnu/libsamplerate.so.0.2.2
-rw-r--r-- 1 root root 1.5M Dec 11  2024 /usr/lib/x86_64-linux-gnu/libcurl.a
-rw-r--r-- 1 root root 1.5M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/Microsoft.Azure.WebJobs.Script.dll
-rw-r--r-- 1 root root 1.5M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/System.Text.Json.dll
-rw-r--r-- 1 root root 1.5M Dec  3 09:01 /usr/lib/x86_64-linux-gnu/libbfd-2.42-system.so
-rw-r--r-- 1 root root 1.5M Oct 28 07:46 /usr/lib/x86_64-linux-gnu/libcamel-1.2.so.64.0.0
-rw-r--r-- 1 root root 1.5M Sep 11 13:06 /usr/lib/x86_64-linux-gnu/libsqlite3.so.0.8.6
-rwxr-xr-x 1 root root 1.5M Jul 11  2025 /usr/bin/systemctl
-rwxr-xr-x 1 root root 1.5M Nov 19 09:50 /usr/bin/perror
-rwxr-xr-x 1 root root 1.5M Oct  8 00:53 /usr/libexec/bluetooth/bluetoothd
-rw-r--r-- 1 root root 1.4M Apr  7  2024 /usr/lib/x86_64-linux-gnu/libflite_cmu_us_kal.so.2.2
-rw-r--r-- 1 root root 1.4M Apr  8  2024 /usr/lib/x86_64-linux-gnu/libexempi.so.8.1.5
-rw-r--r-- 1 root root 1.4M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/System.Reactive.dll
-rw-r--r-- 1 root root 1.4M Dec 17  2024 /usr/lib/x86_64-linux-gnu/libgstreamer-1.0.so.0.2402.0
-rw-r--r-- 1 root root 1.4M Jan  6 06:41 /usr/lib/x86_64-linux-gnu/libnetsnmpmibs.so.40.2.1
-rw-r--r-- 1 root root 1.4M Mar 19  2024 /usr/share/backgrounds/Northan_lights_by_mizuno.webp
-rw-r--r-- 1 root root 1.4M Mar 19  2024 /usr/share/backgrounds/Province_of_the_south_of_france_by_orbitelambda.jpg
-rw-r--r-- 1 root root 1.4M Mar  6  2025 /usr/share/misc/pci.ids
-rw-r--r-- 1 root root 1.4M Oct 16 02:23 /usr/lib/x86_64-linux-gnu/libnm.so.0.1.0
-rw-r--r-- 1 root root 1.4M Oct 23 00:20 /usr/share/gnome-shell/gnome-shell-osk-layouts.gresource
-rw-rw-r-- 1 sibus sibus 1.4M Dec 11 23:12 /home/sibus/Downloads/Quick-Attend-White-Paper.png
-rw-rw-r-- 1 sibus sibus 1.4M Dec  5 10:48 /home/sibus/.phpls/3%3Amockery%2Fmockery%3A1.6.12
-rwxr-xr-x 1 root root 1.4M Jul 11  2025 /usr/bin/udevadm
-rwxr-xr-x 1 root root 1.4M Mar 31  2024 /usr/bin/bash
-rwxr-xr-x 1 root root 1.4M Oct 29 05:02 /usr/bin/nautilus
-rw-r--r-- 1 root root 1.3M Apr 16  2024 /usr/lib/x86_64-linux-gnu/libcairo.so.2.11800.0
-rw-r--r-- 1 root root 1.3M Apr  8  2024 /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.4.3
-rw-r--r-- 1 root root 1.3M Apr  8  2024 /usr/lib/x86_64-linux-gnu/libgjs.so.0.0.0
-rw-r--r-- 1 root root 1.3M Apr  8  2024 /usr/lib/x86_64-linux-gnu/libX11.so.6.4.0
-rw-r--r-- 1 root root 1.3M Aug 18 03:26 /usr/lib/x86_64-linux-gnu/libvulkan_virtio.so
-rw-r--r-- 1 root root 1.3M Dec 10 09:51 /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.8000.0
-rw-r--r-- 1 root root 1.3M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/Azure.Storage.Blobs.dll
-rw-r--r-- 1 root root 1.3M Dec 27 04:33 /var/log/dpkg.log.1
-rw-r--r-- 1 root root 1.3M Oct  9 08:43 /usr/lib/x86_64-linux-gnu/libsamba-errors.so.1.0.0
-rw-rw-r-- 1 sibus sibus 1.3M Dec 27 02:39 /home/sibus/.phpls/3%3Asymfony%2Ftranslation%3A7.3.4
-rw-rw-r-- 1 sibus sibus 1.3M Dec 27 02:39 /home/sibus/.phpls/3%3Asymfony%2Fvar-dumper%3A7.3.5
-rw-rw-r-- 1 sibus sibus 1.3M Dec 31 01:53 /home/sibus/.phpls/3%3Aphpunit%2Fphp-code-coverage%3A11.0.8
-rw-rw-r-- 1 sibus sibus 1.3M Dec 31 01:57 /home/sibus/.phpls/3%3Asymfony%2Ftranslation%3A7.2.2
-rw-rw-r-- 1 sibus sibus 1.3M Dec  5 10:40 /home/sibus/.phpls/3%3Abacon%2Fbacon-qr-code%3A2.0.8
-rw-rw-r-- 1 sibus sibus 1.3M Dec  5 10:41 /home/sibus/.phpls/3%3Aphpunit%2Fphp-code-coverage%3A11.0.11
-rw-rw-r-- 1 sibus sibus 1.3M Dec  5 10:48 /home/sibus/.phpls/3%3Aramsey%2Fuuid%3A4.9.1
-rw-rw-r-- 1 sibus sibus 1.3M Dec  5 10:49 /home/sibus/.phpls/3%3Asymfony%2Fvar-dumper%3A7.4.0
-rw-rw-r-- 1 sibus sibus 1.3M Dec  5 10:50 /home/sibus/.phpls/3%3Asymfony%2Ftranslation%3A7.4.0
-rwxr-xr-x 1 root root 1.3M Dec  3 09:01 /usr/bin/x86_64-linux-gnu-ld.bfd
-rwxr-xr-x 1 root root 1.3M Jul  8  2025 /usr/libexec/gnome-initial-setup
-rwxr-xr-x 1 root root 1.3M Sep 10 10:28 /usr/bin/tcpdump
-rw------- 1 root root 1.2M Dec  4 14:54 /var/log/installer/installer-journal.txt
-rw-r--r-- 1 root root 1.2M Apr 18  2024 /usr/lib/x86_64-linux-gnu/libopenal.so.1.23.1
-rw-r--r-- 1 root root 1.2M Apr  8  2024 /usr/lib/x86_64-linux-gnu/libepoxy.so.0.0.0
-rw-r--r-- 1 root root 1.2M Apr  8  2024 /usr/lib/x86_64-linux-gnu/libnss3.so
-rw-r--r-- 1 root root 1.2M Apr  8  2024 /usr/share/libchewing/dictionary.dat
-rw-r--r-- 1 root root 1.2M Dec 11 00:02 /opt/brave.com/brave/brave_200_percent.pak
-rw-r--r-- 1 root root 1.2M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/Microsoft.VisualBasic.Core.dll
-rw-r--r-- 1 root root 1.2M Jul  7  2025 /usr/lib/x86_64-linux-gnu/libwinpr3.so.3.5.1
-rw-r--r-- 1 root root 1.2M Mar 31  2024 /usr/lib/x86_64-linux-gnu/libroc.so.0.3
-rw-r--r-- 1 root root 1.2M Nov 17 04:54 /usr/lib/firmware/phanfw.bin.zst
-rw-r--r-- 1 root root 1.2M Oct 15  2023 /usr/share/libmysofa/MIT_KEMAR_normal_pinna.sofa
-rw-r--r-- 1 root root 1.2M Sep 18 06:12 /usr/lib/x86_64-linux-gnu/libssl.a
-rw-rw-r-- 1 sibus sibus 1.2M Dec 27 02:38 /home/sibus/.phpls/3%3Alaravel%2Fboost%3A1.8.2
-rw-rw-r-- 1 sibus sibus 1.2M Dec 31 01:55 /home/sibus/.phpls/3%3Alaravel%2Freverb%3A1.5.1
-rw-rw-r-- 1 sibus sibus 1.2M Dec 31 01:56 /home/sibus/.phpls/3%3Aramsey%2Fuuid%3A4.7.6
-rw-rw-r-- 1 sibus sibus 1.2M Dec 31 01:57 /home/sibus/.phpls/3%3Asymfony%2Fvar-dumper%3A7.2.0
-rw-rw-r-- 1 sibus sibus 1.2M Dec  5 10:39 /home/sibus/.phpls/3%3Aphpstan%2Fphpdoc-parser%3A2.3.0
-rw-rw-r-- 1 sibus sibus 1.2M Dec  5 10:42 /home/sibus/.phpls/3%3Alaravel%2Fprompts%3A0.3.7
-rw-rw-r-- 1 sibus sibus 1.2M Dec  5 10:44 /home/sibus/.phpls/3%3Alaravel%2Fpassport%3A13.4.1
-rw-rw-r-- 1 sibus sibus 1.2M Dec  5 10:44 /home/sibus/.phpls/3%3Alaravel%2Freverb%3A1.6.2
-rw-rw-r-- 1 sibus sibus 1.2M Dec  5 10:47 /home/sibus/.phpls/3%3Alaravel-shift%2Fblueprint%3A2.13.0
-rw-rw-r-- 1 sibus sibus 1.2M Dec  5 10:51 /home/sibus/.phpls/3%3Asymfony%2Frouting%3A7.4.0
-rwxr-xr-x 1 root root 1.2M Mar 17  2025 /usr/sbin/grub-install
-rw-r----- 1 mysql mysql 1.1M Jan 18 00:00 /var/lib/mysql/binlog.000051
-rw-r--r-- 1 man man 1.1M Jan 21 23:21 /var/cache/man/index.db
-rw-r--r-- 1 root root 1.1M Apr  5  2024 /usr/lib/x86_64-linux-gnu/libavutil.so.58.29.100
-rw-r--r-- 1 root root 1.1M Dec 11 00:02 /opt/brave.com/brave/chrome_200_percent.pak
-rw-r--r-- 1 root root 1.1M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/Microsoft.Azure.WebJobs.Script.WebHost.dll
-rw-r--r-- 1 root root 1.1M Dec 16 12:25 /usr/lib/azure-functions-core-tools-4/System.Reflection.Metadata.dll
-rw-r--r-- 1 root root 1.1M Jun  2  2025 /usr/lib/x86_64-linux-gnu/libasound.so.2.0.0
-rw-r--r-- 1 root root 1.1M Mar 30  2024 /usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.60830.0
-rw-r--r-- 1 root root 1.1M Mar 30  2024 /usr/lib/x86_64-linux-gnu/libmm-glib.so.0.10.0
-rw-rw-r-- 1 sibus sibus 1.1M Dec 27 02:40 /home/sibus/.phpls/3%3Asymfony%2Frouting%3A7.3.6
-rw-rw-r-- 1 sibus sibus 1.1M Dec 31 01:58 /home/sibus/.phpls/3%3Asymfony%2Frouting%3A7.2.0
-rw-rw-r-- 1 sibus sibus 1.1M Dec  5 10:44 /home/sibus/.phpls/3%3Ahamcrest%2Fhamcrest-php%3A2.1.1
-rwxrwxrwx 1 sibus sibus 1.1M Jan 18 10:59 /dev/shm/ad_mailbox_2964_0_0_shm
-rwxrwxrwx 1 sibus sibus 1.1M Jan 18 10:59 /dev/shm/ad_mailbox_2964_0_1_shm
-rwxr-xr-x 1 root root 1.1M Apr  8  2024 /usr/bin/seahorse
-rwxr-xr-x 1 root root 1.1M Jan  5 16:01 /usr/bin/gpg
-rwxr-xr-x 1 root root 1.1M Jul  2  2025 /usr/lib/git-core/git-http-push
-rwxr-xr-x 1 root root 1.1M Mar 30  2024 /usr/bin/brltty
-rwxr-xr-x 1 root root 1.1M Sep 17 09:55 /usr/sbin/ldconfig.real
